session,roi_idx,best_cpos,best_cneg,combo_label,best_dist_norm,best_med_neg,target,noise,skewness,snr,bleaching,sustained
804670_2025-09-11,210,2,5,"(2,5)",0.1281,75.4552001953125,63.407566101074224,94.07650756835938,0.2051544189453125,6.853673458099365,0.5536910891532898,0.8279355764389038
804670_2025-09-24,84,2,5,"(2,5)",0.1279,205.327392578125,172.56989617919922,256.0384216308594,0.02352234348654747,5.503904342651367,2.023301601409912,0.8218079805374146
755252_2024-12-12,368,2,5,"(2,5)",0.1278,164.7376708984375,138.47826531982423,205.45736694335938,-0.015647269785404205,7.415798664093018,1.5103329420089722,0.8386285901069641
755252_2024-11-12,252,2,5,"(2,5)",0.1274,60.54461669921875,50.91745217895508,75.54518127441406,0.04061117395758629,8.614246368408203,1.65467369556427,2.040848970413208
755252_2024-12-11,367,2,5,"(2,5)",0.1271,93.12646484375,78.35261827087403,116.25017547607422,-0.0015175726730376482,5.460047245025635,1.7315304279327393,0.8026552796363831
804670_2025-09-17,218,2,5,"(2,5)",0.1261,71.17254638671875,59.95170658874512,88.9491195678711,-0.15257661044597626,4.796353816986084,-0.6333222389221191,0.7881631851196289
804670_2025-09-18,149,2,5,"(2,5)",0.126,91.822265625,77.35566165161133,114.77101135253906,0.4913797676563263,8.315683364868164,3.100965738296509,0.6595433354377747
804670_2025-09-10,148,2,5,"(2,5)",0.1259,170.232421875,143.4463310852051,212.82838439941406,0.3864036500453949,10.533709526062012,1.197265386581421,0.5730350613594055
804670_2025-09-27,139,2,5,"(2,5)",0.1256,51.5462646484375,43.44855906677246,64.46373748779297,0.3187299370765686,7.716056823730469,2.2290499210357666,1.7889958620071411
804670_2025-09-19,85,2,5,"(2,5)",0.1255,131.295166015625,110.68368432617189,164.2191162109375,0.417297899723053,6.925247669219971,0.6634451150894165,1.2341588735580444
755252_2024-12-19,369,2,5,"(2,5)",0.1254,127.9393310546875,107.87482305908203,160.05166625976562,0.2053898423910141,7.590566635131836,2.966726779937744,0.6476038098335266
804670_2025-09-27,267,2,5,"(2,5)",0.1253,195.40625,164.77015829467774,244.4661102294922,0.003510829294100404,11.591489791870117,2.069952964782715,1.0667463541030884
804670_2025-09-12,282,2,5,"(2,5)",0.1244,224.73681640625,189.70977294921877,281.468505859375,0.40851491689682007,11.36737060546875,-0.22171415388584137,1.0429543256759644
804670_2025-09-19,235,2,5,"(2,5)",0.1244,85.36865234375,72.07129843139649,106.93070983886719,0.5594701170921326,8.154452323913574,0.20153850317001343,0.7963563203811646
804670_2025-09-27,33,2,5,"(2,5)",0.1242,139.6121826171875,117.88156744384766,174.89846801757812,-0.07887840270996094,8.097175598144531,1.6599316596984863,1.6031582355499268
755252_2024-12-12,38,2,5,"(2,5)",0.1242,96.934814453125,81.85385266113282,121.44488525390625,0.8216606378555298,10.103947639465332,3.8643763065338135,0.2590247690677643
755252_2024-12-12,74,2,5,"(2,5)",0.1242,134.331298828125,113.43302963256836,168.2982635498047,0.3606155514717102,9.969606399536133,0.7728939056396484,1.065447211265564
804670_2025-09-27,381,2,5,"(2,5)",0.1236,70.4239501953125,59.512942214965825,88.29813385009766,-0.0020032611209899187,6.506789207458496,2.4095234870910645,1.0767585039138794
755252_2024-12-19,322,2,5,"(2,5)",0.123,81.479248046875,68.90685835266113,102.2356948852539,-0.09013252705335617,4.187602519989014,2.0462393760681152,0.6400138735771179
755252_2024-12-12,101,2,5,"(2,5)",0.1229,167.4864501953125,141.6615001831055,210.18026733398438,-0.013556044548749924,13.658939361572266,2.3890180587768555,0.5975134968757629
804670_2025-09-20,33,2,3,"(2,3)",0.1226,120.03317260742188,146.73105264282228,217.7018585205078,0.19793039560317993,7.081855297088623,-0.28782418370246887,0.9225581884384155
804670_2025-09-18,111,2,5,"(2,5)",0.1225,158.111328125,133.79271267700196,198.50550842285156,0.6286618709564209,7.348635673522949,0.49975815415382385,0.9784026145935059
755252_2024-12-12,72,2,5,"(2,5)",0.1224,190.453125,161.1728005371094,239.1287841796875,0.19061072170734406,11.196069717407227,0.3127327263355255,0.6093340516090393
804670_2025-09-13,231,2,5,"(2,5)",0.1223,240.3795166015625,203.46757580566407,301.88067626953125,0.06388479471206665,9.069726943969727,-0.47114455699920654,1.2407281398773193
804670_2025-09-18,201,2,5,"(2,5)",0.1222,138.723388671875,117.4295053100586,174.22775268554688,0.3296249806880951,5.783516883850098,0.8251566290855408,0.8047485947608948
755252_2024-12-19,99,2,5,"(2,5)",0.1221,96.1070556640625,81.36275085449219,120.71624755859375,0.14267641305923462,6.953325271606445,1.9064488410949707,1.12037992477417
804670_2025-09-13,140,2,5,"(2,5)",0.122,178.84228515625,151.43148684692383,224.67579650878906,0.8306765556335449,13.683844566345215,2.786343812942505,0.5281286835670471
804670_2025-09-18,169,2,5,"(2,5)",0.1217,95.099853515625,80.55953735351564,119.5245361328125,2.065971851348877,10.699091911315918,0.1601683497428894,0.6000617146492004
755252_2024-12-16,91,2,5,"(2,5)",0.1216,93.7613525390625,79.43434939575195,117.85511779785156,0.7282513380050659,12.525647163391113,3.0874228477478027,0.6145307421684265
804670_2025-09-17,190,2,5,"(2,5)",0.1215,123.4453125,104.59010150146484,155.17819213867188,-0.016207078471779823,6.20426607131958,1.2894474267959595,0.8505643606185913
804670_2025-09-10,202,2,5,"(2,5)",0.1213,130.197021484375,110.33420932006837,163.7006072998047,-0.41107282042503357,8.258501052856445,-0.21431177854537964,0.9141623377799988
804670_2025-09-13,368,2,5,"(2,5)",0.1212,135.25616455078125,114.63661575317384,170.08399963378906,0.10886605829000473,5.716404914855957,-0.27282676100730896,0.8022103905677795
804670_2025-09-23,161,2,5,"(2,5)",0.1206,95.5751953125,81.07176850891113,120.2845230102539,-0.12804727256298065,5.270339488983154,0.6574732065200806,0.6659641265869141
804670_2025-09-27,268,2,5,"(2,5)",0.1201,218.978515625,185.85539715576172,275.7498474121094,0.7086631059646606,13.215933799743652,2.3492393493652344,0.8053072690963745
755252_2024-12-17,220,2,5,"(2,5)",0.12,132.0040283203125,112.05268511962892,166.25027465820312,-0.46880778670310974,6.450095176696777,-0.48690301179885864,1.0410792827606201
755252_2024-12-03,3,2,5,"(2,5)",0.12,63.062744140625,53.531181930542,79.4231185913086,0.3642221987247467,5.401103973388672,-0.37967535853385925,0.7436842918395996
804670_2025-09-20,191,2,5,"(2,5)",0.1199,89.43212890625,75.92115936279298,112.64266967773438,0.23201757669448853,5.671806812286377,1.4034663438796997,1.105310320854187
804670_2025-09-18,71,2,5,"(2,5)",0.1197,239.18994140625,203.10821746826173,301.3475036621094,0.4272567331790924,9.80195140838623,0.20874172449111938,1.143172025680542
804670_2025-09-23,84,2,5,"(2,5)",0.1197,103.183349609375,87.62290020751954,130.00430297851562,-0.4541158080101013,6.688390254974365,-1.160521149635315,0.8800933957099915
804670_2025-09-27,240,2,5,"(2,5)",0.1194,85.467529296875,72.60972915649414,107.72956848144531,-0.24030528962612152,5.1972455978393555,2.321089744567871,1.516625165939331
804670_2025-09-26,416,2,5,"(2,5)",0.1189,178.19775390625,151.4790523071289,224.74636840820312,0.09904852509498596,8.863412857055664,1.9816681146621704,0.7744561433792114
755252_2025-01-08,146,2,5,"(2,5)",0.1189,119.4615478515625,101.54984069824219,150.66741943359375,0.515749454498291,8.914131164550781,1.1850357055664062,0.7935304641723633
804670_2025-09-26,226,2,5,"(2,5)",0.1187,131.4808349609375,111.79262289428712,165.8644256591797,0.14004819095134735,8.98868465423584,0.3426113724708557,1.2949248552322388
804670_2025-09-20,358,2,5,"(2,5)",0.1186,224.267822265625,190.7014793701172,282.93988037109375,-0.33209115266799927,5.057530879974365,1.468230962753296,0.9157874584197998
804670_2025-09-18,137,2,5,"(2,5)",0.1185,115.381103515625,98.13264547729493,145.59739685058594,1.3212242126464844,14.965624809265137,1.963322401046753,0.5311015844345093
804670_2025-09-13,347,2,5,"(2,5)",0.1185,148.80596923828125,126.54835424804688,187.7572021484375,0.32790759205818176,8.243866920471191,0.594011127948761,0.8335893750190735
804670_2025-09-10,331,2,5,"(2,5)",0.1185,138.4703369140625,117.77069107055665,174.7339630126953,0.17534981667995453,5.892911434173584,1.2104918956756592,0.7736889123916626
755252_2024-12-17,471,2,5,"(2,5)",0.1181,144.4736328125,122.92624188232422,182.38314819335938,-0.39396098256111145,5.227599620819092,-0.4156349003314972,0.9261148571968079
804670_2025-09-24,337,2,5,"(2,5)",0.1181,172.38067626953125,146.6810394897461,217.62765502929688,0.162582665681839,5.287170886993408,0.7737832069396973,0.9310303330421448
804670_2025-09-11,369,2,5,"(2,5)",0.1179,108.2291259765625,92.1121231994629,136.6648712158203,0.08043882250785828,6.93753719329834,-0.0011402750387787819,0.6944197416305542
755252_2024-12-20,217,2,5,"(2,5)",0.1177,81.69775390625,69.5554301147461,103.19796752929688,-0.17208591103553772,5.663222312927246,-0.055276717990636826,0.9511815905570984
755252_2024-12-18,47,2,5,"(2,5)",0.1176,132.0032958984375,112.39923934936525,166.7644500732422,0.4442131221294403,10.160970687866211,3.7851171493530273,0.5243853330612183
804670_2025-09-27,214,2,5,"(2,5)",0.1175,207.876220703125,177.01906134033203,262.6395568847656,0.2647362947463989,10.441465377807617,0.6543930172920227,0.9776371717453003
755252_2024-12-09,112,2,5,"(2,5)",0.1173,96.1014404296875,81.85787387084962,121.45085144042969,-0.10398918390274048,6.687883377075195,1.1357849836349487,1.5588830709457397
804670_2025-09-11,250,2,5,"(2,5)",0.1173,87.765869140625,74.7559290008545,110.9138412475586,0.29262223839759827,8.333110809326172,0.7164664268493652,1.2176772356033325
804670_2025-09-17,189,2,5,"(2,5)",0.1171,91.37796020507812,77.84968423461915,115.50398254394531,0.15278667211532593,5.882803916931152,0.9930564165115356,0.9975860714912415
804670_2025-09-23,99,2,5,"(2,5)",0.1169,261.027099609375,222.4396021118164,330.0290832519531,0.21957963705062866,10.157219886779785,-0.5262102484703064,0.8473657369613647
804670_2025-09-12,265,2,5,"(2,5)",0.1169,119.3642578125,101.7267122192383,150.92984008789062,0.2788621783256531,9.153130531311035,0.11910074204206467,0.8080825805664062
804670_2025-09-11,31,2,5,"(2,5)",0.1168,177.8367919921875,151.5656677246094,224.8748779296875,0.7439197301864624,12.090971946716309,2.8288488388061523,0.6301403641700745
804670_2025-09-18,195,2,5,"(2,5)",0.1168,83.893798828125,71.50152592468262,106.0853500366211,0.38320192694664,5.181267738342285,0.8031432628631592,1.1005375385284424
755252_2024-12-17,321,2,5,"(2,5)",0.1167,80.337646484375,68.47839897155762,101.5999984741211,0.17550890147686005,4.818355083465576,-0.8105171918869019,0.6659046411514282
755252_2024-12-11,293,2,5,"(2,5)",0.1166,90.95932006835938,77.54515730285645,115.05216217041016,1.4267934560775757,18.71361541748047,0.5085365772247314,0.6625764966011047
804670_2025-09-18,241,2,5,"(2,5)",0.1166,109.900146484375,93.69618157958985,139.01510620117188,0.40749219059944153,6.2883100509643555,-0.17510731518268585,1.4338219165802002
804670_2025-09-24,193,2,5,"(2,5)",0.1166,89.2779541015625,76.1079142150879,112.91975402832031,-0.16954849660396576,4.714779376983643,1.4641997814178467,0.7208114266395569
755252_2024-12-10,253,2,5,"(2,5)",0.1165,91.72088623046875,78.1989175567627,116.02213287353516,0.04822128266096115,5.484678268432617,0.7133599519729614,0.700506329536438
804670_2025-10-01,412,2,5,"(2,5)",0.1164,151.5523681640625,129.2328048400879,191.7400665283203,0.07743938267230988,5.4002509117126465,2.1122262477874756,1.4105679988861084
804670_2025-09-19,241,2,5,"(2,5)",0.1163,153.95880126953125,131.29441015625,194.798828125,-0.08584640920162201,9.498265266418457,0.20334334671497345,1.0918270349502563
755252_2024-12-12,515,2,5,"(2,5)",0.1162,154.5709228515625,131.84204544067384,195.61134338378906,-0.042720064520835876,4.64591121673584,1.1453951597213745,1.2575905323028564
804670_2025-09-24,153,2,5,"(2,5)",0.1162,109.93768310546875,93.765344329834,139.1177215576172,0.23219679296016693,8.792635917663574,1.1619994640350342,0.9376579523086548
755252_2024-12-18,22,2,3,"(2,3)",0.116,47.680572509765625,57.588104309082034,85.44229125976562,0.1763228178024292,11.354122161865234,-0.13647177815437317,1.088578224182129
804670_2025-09-11,287,2,5,"(2,5)",0.1157,143.0859375,122.12384085083009,181.19264221191406,0.009317505173385143,11.708672523498535,1.430458903312683,0.8781923055648804
755252_2024-12-10,536,2,5,"(2,5)",0.1156,101.33660888671875,86.50549755859376,128.346435546875,-0.09628833085298538,4.442546367645264,2.671027183532715,0.6143896579742432
755252_2024-12-17,33,2,5,"(2,5)",0.1153,170.329833984375,145.44792678833008,215.79811096191406,0.7812363505363464,15.865334510803223,0.3032287657260895,0.8829913139343262
804670_2025-09-18,436,2,5,"(2,5)",0.1151,111.6331787109375,95.3456180419922,141.46234130859375,0.5598713159561157,5.784317493438721,3.55600643157959,0.5500476360321045
804670_2025-09-17,96,2,5,"(2,5)",0.1149,73.5516357421875,62.83949566650391,93.23367309570312,0.17557942867279053,7.027463436126709,-0.037498150020837784,0.9507961273193359
804670_2025-09-27,288,2,5,"(2,5)",0.1145,66.470703125,56.81992469787598,84.30255889892578,-0.06499163806438446,4.721969127655029,1.7638322114944458,1.3158444166183472
804670_2025-09-20,69,2,5,"(2,5)",0.1143,171.43994140625,146.5888190612793,217.49082946777344,0.557528555393219,7.911032676696777,0.6511217355728149,0.9678171277046204
804670_2025-09-10,215,2,5,"(2,5)",0.1141,248.047119140625,212.12679327392578,314.7281799316406,0.1784997433423996,10.242962837219238,0.01365440059453249,0.6226065158843994
755252_2024-12-09,227,2,5,"(2,5)",0.114,85.1434326171875,72.82392799377442,108.04737091064453,0.053791552782058716,7.211446285247803,-0.8767432570457458,1.0655370950698853
804670_2025-09-24,82,2,5,"(2,5)",0.1136,122.381103515625,104.72842700195314,155.3834228515625,-0.024635467678308487,7.494226932525635,0.5688163638114929,0.9689972996711731
755252_2024-12-10,348,2,5,"(2,5)",0.1135,74.455810546875,63.72270655822754,94.54407501220703,0.009738177992403507,4.557790279388428,0.12089692056179047,0.8003454804420471
755252_2024-12-06,229,2,5,"(2,5)",0.1133,115.68817138671875,99.04409225463868,146.94969177246094,0.25433963537216187,10.963294982910156,0.06209785118699074,0.8439179062843323
755252_2024-12-19,144,2,5,"(2,5)",0.1129,87.25656127929688,74.73330326843262,110.8802719116211,0.6404417157173157,7.047762393951416,2.8188319206237793,0.7934194207191467
804670_2025-09-19,95,2,5,"(2,5)",0.1127,118.92181396484375,101.88577111816407,151.16583251953125,0.5962992310523987,8.588784217834473,1.2387566566467285,1.490921974182129
755252_2024-12-17,377,2,5,"(2,5)",0.1126,75.68490600585938,64.8512163848877,96.21842193603516,-0.06119197979569435,4.527329921722412,-0.4670930802822113,0.8363354206085205
755252_2024-12-16,182,2,5,"(2,5)",0.1126,105.74676513671875,90.60822161865235,134.43356323242188,-0.27082589268684387,5.425314903259277,0.41394346952438354,0.5544291138648987
804670_2025-09-13,272,2,5,"(2,5)",0.1125,83.0091552734375,71.13984844970703,105.54873657226562,0.3162018954753876,8.263736724853516,0.48431551456451416,0.8794426321983337
755252_2024-12-13,502,2,5,"(2,5)",0.1124,121.45733642578125,104.10047036743164,154.4517364501953,-0.39782413840293884,6.017352104187012,-0.3673661947250366,0.9939275979995728
804670_2025-09-10,96,2,5,"(2,5)",0.1124,103.0489501953125,88.32552175903321,131.04676818847656,0.10834398120641708,8.301015853881836,0.4075221121311188,0.761114776134491
804670_2025-09-23,105,2,5,"(2,5)",0.1122,141.411865234375,121.22959991455079,179.86587524414062,0.5228760242462158,10.131383895874023,0.6740972399711609,0.8277230262756348
804670_2025-09-20,369,2,5,"(2,5)",0.1119,222.60595703125,190.9074969482422,283.24554443359375,0.1973259449005127,5.353461742401123,0.9399039149284363,0.9392274022102356
804670_2025-09-11,216,2,5,"(2,5)",0.1119,98.87158203125,84.79287359619141,125.80545043945312,-0.2350570261478424,8.583219528198242,0.5106465816497803,0.768706202507019
755252_2024-12-19,233,2,5,"(2,5)",0.1118,55.2108154296875,47.35394560241699,70.2580795288086,0.19958394765853882,6.334494113922119,1.934329628944397,0.795734703540802
804670_2025-09-18,234,2,5,"(2,5)",0.1114,140.60955810546875,120.66592092895509,179.02955627441406,0.5725878477096558,5.797316551208496,0.27866747975349426,1.0388797521591187
804670_2025-09-13,226,2,5,"(2,5)",0.1114,62.23681640625,53.40813394165039,79.24055480957031,0.39349865913391113,5.818796157836914,-0.09087865799665451,0.8318732976913452
804670_2025-09-27,393,2,5,"(2,5)",0.1112,65.765380859375,56.45059561157227,83.75459289550781,-0.16993652284145355,4.823063850402832,1.9018951654434204,0.9691111445426941
755252_2024-12-20,499,2,5,"(2,5)",0.111,135.2620849609375,116.13528256225587,172.3075408935547,-0.3782680630683899,5.917171001434326,-0.026229171082377434,1.1361446380615234
804670_2025-09-27,225,2,5,"(2,5)",0.1109,113.93865966796875,97.84501071166993,145.17063903808594,0.30003899335861206,8.34754467010498,1.905173897743225,1.2670888900756836
755252_2024-12-13,503,2,5,"(2,5)",0.1108,83.86639404296875,72.02616523742677,106.8637466430664,-0.1495627611875534,4.996238708496094,-0.1526034027338028,1.3407707214355469
804670_2025-09-23,145,2,5,"(2,5)",0.1107,140.7012939453125,120.84608346557619,179.29685974121094,0.21105952560901642,10.077194213867188,1.065853476524353,0.6801968812942505
755252_2024-12-18,456,2,5,"(2,5)",0.1105,210.1634521484375,180.54968347167969,267.87786865234375,0.008138716220855713,8.375129699707031,1.3086062669754028,1.0886051654815674
804670_2025-09-10,221,2,5,"(2,5)",0.1105,94.76165771484375,81.41075340270997,120.78746795654297,-0.061454251408576965,7.844278335571289,-0.3464362323284149,0.9284114837646484
804670_2025-09-17,92,2,5,"(2,5)",0.1104,114.3172607421875,98.22315869140625,145.731689453125,0.4380137622356415,7.8506669998168945,1.2878048419952393,1.1272125244140625
804670_2025-09-20,228,2,5,"(2,5)",0.1103,279.9423828125,240.57482598876953,356.9359436035156,0.47758814692497253,9.754676818847656,1.3070838451385498,0.6376797556877136
804670_2025-09-18,166,2,5,"(2,5)",0.1103,166.422119140625,143.02525592041016,212.20364379882812,0.6106946468353271,12.058345794677734,1.8376168012619019,0.902295708656311
804670_2025-09-20,225,2,5,"(2,5)",0.11,87.229248046875,74.99385400390625,111.266845703125,-0.0434989407658577,4.518944263458252,0.16010524332523346,0.828798770904541
755252_2024-12-13,327,2,5,"(2,5)",0.1098,75.30792236328125,64.76082658386231,96.08431243896484,0.27805644273757935,5.616734981536865,1.476287841796875,1.052020788192749
755252_2024-12-18,336,2,5,"(2,5)",0.1097,142.063720703125,122.18032290649415,181.2764434814453,-0.3472020924091339,6.179426670074463,0.15683607757091522,0.9612188339233398
755252_2024-12-13,316,2,5,"(2,5)",0.1096,88.85455322265625,76.42512698364258,113.39039611816406,-0.08262120187282562,4.512404441833496,1.875573992729187,0.9774389863014221
804670_2025-09-27,68,2,5,"(2,5)",0.1094,109.46978759765625,94.18666632080078,139.74282836914062,0.18537329137325287,7.1214599609375,1.7229456901550293,0.8982195258140564
804670_2025-09-12,349,2,5,"(2,5)",0.1093,258.78955078125,222.66793688964844,330.36785888671875,0.0319010429084301,7.136998653411865,0.665175199508667,1.0907257795333862
804670_2025-09-17,138,2,5,"(2,5)",0.1092,75.5645751953125,65.02979512023926,96.4833755493164,0.3336351811885834,7.844491004943848,1.3175575733184814,0.8125210404396057
804670_2025-09-17,84,2,5,"(2,5)",0.109,111.9771728515625,96.39221243286133,143.01515197753906,0.3180275857448578,6.222847938537598,0.544462263584137,1.227358102798462
804670_2025-09-19,68,2,5,"(2,5)",0.1088,159.541259765625,137.36933703613283,203.81207275390625,0.58927983045578,9.877118110656738,0.3441832661628723,0.976701021194458
804670_2025-09-20,153,2,5,"(2,5)",0.1087,147.1097412109375,126.67949093627931,187.95176696777344,0.7982752919197083,10.528768539428711,2.6068191528320312,0.5488552451133728
804670_2025-09-11,97,2,5,"(2,5)",0.1087,106.477294921875,91.68781872558594,136.03533935546875,0.15379121899604797,6.954305171966553,-0.5605313181877136,0.599371612071991
804670_2025-09-11,135,2,5,"(2,5)",0.1085,112.4415283203125,96.8468353881836,143.68966674804688,0.4891381561756134,12.515860557556152,1.1885088682174683,0.7668253183364868
804670_2025-09-19,88,2,5,"(2,5)",0.1085,199.6939697265625,172.01256268310547,255.21151733398438,0.30933383107185364,6.24385929107666,0.6433563828468323,1.1233359575271606
804670_2025-09-27,179,2,5,"(2,5)",0.108,64.87896728515625,55.91667974853516,82.96243286132812,0.2644551396369934,7.436983585357666,3.1708617210388184,1.819802165031433
755252_2024-12-10,379,2,5,"(2,5)",0.1078,102.1593017578125,88.07344024658204,130.67276000976562,-0.0888688936829567,6.302454471588135,1.7289574146270752,0.6416807174682617
804670_2025-09-19,231,2,5,"(2,5)",0.1077,112.364501953125,96.8809899597168,143.74034118652344,0.16996058821678162,5.954290866851807,0.8696218729019165,1.1437824964523315
804670_2025-09-24,348,2,5,"(2,5)",0.1075,224.051513671875,193.24405633544924,286.7122497558594,-0.4995498061180115,4.966429710388184,-0.26861265301704407,1.2217944860458374
804670_2025-09-12,399,2,5,"(2,5)",0.1074,45.293060302734375,39.066646324157716,57.96238327026367,0.34771400690078735,7.321999549865723,-0.37210744619369507,0.43565893173217773
804670_2025-09-24,158,2,5,"(2,5)",0.1069,76.13204956054688,65.70685473632813,97.4879150390625,-0.1059766486287117,5.79981803894043,0.9638400673866272,0.4610491096973419
804670_2025-09-27,109,2,5,"(2,5)",0.1067,41.64422607421875,35.95145320892334,53.34043502807617,-0.06813184916973114,4.036849498748779,0.3543458580970764,1.0282849073410034
804670_2025-09-10,47,2,5,"(2,5)",0.1066,177.26416015625,153.05603500366212,227.0861053466797,0.34160879254341125,11.502191543579102,0.6195679306983948,0.8772173523902893
804670_2025-09-20,71,2,5,"(2,5)",0.1066,135.38232421875,116.89937411499024,173.4412078857422,2.104170799255371,25.575599670410156,0.4869636595249176,0.6521556973457336
804670_2025-09-26,217,2,5,"(2,5)",0.1066,217.4991455078125,187.80367840576173,278.6404724121094,-0.044503673911094666,8.819436073303223,0.21754901111125946,1.0367710590362549
804670_2025-09-18,403,2,5,"(2,5)",0.1066,116.11614990234375,100.25304684448243,148.74339294433594,1.5636550188064575,18.77651596069336,3.1634199619293213,0.49721747636795044
804670_2025-09-27,136,2,5,"(2,5)",0.1064,110.638671875,95.55712750244142,141.77615356445312,0.6956101655960083,11.557168960571289,2.085113763809204,1.076377272605896
804670_2025-09-20,237,2,5,"(2,5)",0.1062,107.162109375,92.57175466918946,137.34681701660156,0.1633511334657669,6.676476955413818,0.18108181655406952,1.6662380695343018
804670_2025-09-17,399,2,5,"(2,5)",0.1061,109.09466552734375,94.25638442993164,139.8462677001953,1.6290686130523682,21.918243408203125,1.7319622039794922,0.5858169198036194
755252_2024-12-10,534,2,5,"(2,5)",0.106,79.1356201171875,68.37745735168457,101.45023345947266,0.11855091154575348,5.692648410797119,2.8101818561553955,1.0864759683609009
755252_2024-12-10,538,2,5,"(2,5)",0.1058,162.9273681640625,140.82238375854493,208.93528747558594,0.04907800257205963,6.838145732879639,-0.39977216720581055,1.2032225131988525
804670_2025-09-11,211,2,5,"(2,5)",0.1057,76.21237182617188,65.88366969299317,97.75025177001953,-0.03626987710595131,5.775699615478516,0.7220115065574646,0.5946816802024841
804670_2025-09-25,219,2,5,"(2,5)",0.1057,231.693359375,200.28117333984378,297.153076171875,0.1478872150182724,10.82512092590332,1.8207083940505981,0.7777204513549805
804670_2025-09-20,168,2,5,"(2,5)",0.1055,190.7940673828125,164.96082122802736,244.74899291992188,-0.06382226943969727,4.4418487548828125,1.0666664838790894,0.9581643342971802
755252_2024-12-12,374,2,5,"(2,5)",0.1054,85.3160400390625,73.77782373046875,109.462646484375,0.0440814308822155,5.1968674659729,2.081712007522583,1.049681544303894
804670_2025-09-20,184,2,5,"(2,5)",0.1054,79.083251953125,68.38724812316894,101.46475982666016,-0.47579023241996765,3.8745572566986084,1.1563974618911743,0.7048929929733276
804670_2025-09-23,226,2,5,"(2,5)",0.1053,149.5787353515625,129.36472314453127,191.935791015625,0.08128277212381363,5.209381580352783,0.8466916084289551,1.0671043395996094
804670_2025-09-17,139,2,5,"(2,5)",0.1052,75.6231689453125,65.4159906616211,97.05636596679688,0.28239166736602783,9.06521987915039,2.178680658340454,0.5751555562019348
804670_2025-09-10,229,2,5,"(2,5)",0.1051,115.7352294921875,100.12069659423828,148.54702758789062,0.10224837809801102,8.529587745666504,-0.23056161403656006,1.3256551027297974
755252_2024-12-18,325,2,5,"(2,5)",0.1051,129.8555908203125,112.33605184936525,166.6707000732422,0.024970434606075287,4.772003173828125,1.1173913478851318,0.8939844965934753
804670_2025-09-27,252,2,5,"(2,5)",0.105,91.2518310546875,78.95703385925293,117.14693450927734,-0.45283496379852295,8.842188835144043,0.7603845596313477,1.0266032218933105
804670_2025-09-27,228,2,5,"(2,5)",0.105,87.1878662109375,75.43335371398926,111.9189224243164,0.23679256439208984,6.484948635101318,2.5874643325805664,1.8061039447784424
755252_2024-12-16,82,3,5,"(3,5)",0.105,147.45733642578125,127.57397869873047,189.27890014648438,1.4220378398895264,15.269841194152832,0.4036002457141876,0.6632100939750671
755252_2024-12-13,218,2,5,"(2,5)",0.105,126.209228515625,109.19795532226563,162.0147705078125,-0.4610099196434021,6.27617073059082,-0.18397343158721924,0.8286070823669434
755252_2024-12-17,489,2,5,"(2,5)",0.1049,159.8472900390625,138.32774249267578,205.23403930664062,-0.49493345618247986,4.338756561279297,-0.5222628712654114,1.1022827625274658
755252_2024-12-10,403,2,5,"(2,5)",0.1049,59.53778076171875,51.5209575958252,76.44058990478516,-0.07201042026281357,5.351504325866699,1.1707316637039185,0.9844574332237244
804670_2025-09-19,45,2,5,"(2,5)",0.1047,122.5831298828125,106.09559716796876,157.411865234375,0.7576847672462463,11.50096607208252,1.625693917274475,0.8008531332015991
804670_2025-09-23,100,2,5,"(2,5)",0.1046,84.85250854492188,73.45767990112306,108.98765563964844,-0.040487051010131836,7.988563060760498,-0.45793139934539795,1.0958062410354614
804670_2025-09-18,102,2,5,"(2,5)",0.1046,159.5556640625,138.11378533935547,204.91659545898438,0.37577664852142334,8.750960350036621,1.7930139303207397,1.4084715843200684
755252_2024-12-13,213,2,5,"(2,5)",0.1046,147.8538818359375,127.98932543945314,189.8951416015625,-0.1393866240978241,6.394219875335693,1.4547773599624634,1.1431018114089966
755252_2025-01-07,380,3,5,"(3,5)",0.1046,34.94537353515625,30.25221890258789,44.88459777832031,1.0662083625793457,14.086819648742676,0.9141584634780884,0.6638643145561218
804670_2025-09-19,206,2,5,"(2,5)",0.1043,70.5262451171875,61.07753732299805,90.61949157714844,0.6325047016143799,5.259642601013184,0.8820509314537048,0.8292691111564636
755252_2024-12-10,537,2,5,"(2,5)",0.104,142.49658203125,123.45221817016602,183.1635284423828,-0.18244077265262604,4.927088260650635,-0.6304820775985718,1.1556200981140137
804670_2025-09-17,143,2,5,"(2,5)",0.104,78.14697265625,67.70192497253419,100.44795989990234,0.22447802126407623,8.655014991760254,2.31121563911438,0.876773476600647
755252_2024-12-12,320,2,5,"(2,5)",0.104,103.15472412109375,89.37022381591798,132.59677124023438,0.10092967003583908,4.4167561531066895,-0.04167758673429489,0.7141901254653931
804670_2025-09-19,1,2,5,"(2,5)",0.1039,216.133544921875,187.25817199707032,277.83111572265625,-0.2025928646326065,4.877971649169922,3.1859281063079834,0.8279348611831665
755252_2024-12-09,223,2,5,"(2,5)",0.1038,103.13491821289062,89.37053234863282,132.59722900390625,0.18007972836494446,5.826401710510254,-0.6879723072052002,1.4258544445037842
804670_2025-09-17,52,2,5,"(2,5)",0.1036,107.1275634765625,92.85365072631836,137.7650604248047,1.891249179840088,17.12249755859375,-0.22090500593185425,0.5164138674736023
